0,0.999662
1,0.999662
2,0.999662
3,0.999662
4,0.999662
5,0.999662
6,0.999662
7,0.999662
8,0.999664
9,0.999668
10,0.999668
11,0.999668
12,0.999743
13,0.999743
14,0.999743
15,0.999743
16,0.999743
17,0.999743
18,0.999743
19,0.999743
20,0.999743
21,0.999743
22,0.999743
23,0.999743
24,0.999891
25,0.999891
26,0.999891
27,0.999891
28,0.999891
29,0.999891
30,0.999891
31,0.999891
32,0.999891
33,0.999891
34,0.999375
35,0.999361
36,0.99946
37,0.999377
38,0.999561
39,0.999434
40,0.999551
41,0.999308
42,0.999148
43,0.999162
44,0.99916
45,0.999145
46,0.999211
47,0.999228
48,0.999475
49,0.999301
50,0.999424
51,0.999434
52,0.999549
53,0.999373
54,0.9993
55,0.999402
56,0.999254
57,0.999194
58,0.99929
59,0.99917
60,0.99936
61,0.999485
62,0.999223
63,0.999392
64,0.99935
65,0.999296
66,0.999257
67,0.999089
68,0.999196
69,0.999062
70,0.999267
71,0.99914
72,0.999387
73,0.999452
74,0.999326
75,0.999338
76,0.999338
77,0.999338
78,0.99932
79,0.999202
80,0.999212
81,0.999294
82,0.999187
83,0.999126
84,0.999263
85,0.99934
86,0.999467
87,0.999508
88,0.999676
89,0.999492
90,0.999463
91,0.999562
92,0.999225
93,0.999232
94,0.999403
95,0.9993
96,0.999414
97,0.999427
98,0.999556
99,0.999359
100,0.999516
101,0.999343
102,0.999596
103,0.999401
104,0.999395
105,0.999194
106,0.999205
107,0.999427
108,0.999226
109,0.999232
110,0.999305
111,0.999568
112,0.999519
113,0.999289
114,0.999274
115,0.999384
116,0.999382
117,0.99938
118,0.99923
119,0.999208
120,0.99948
121,0.999572
122,0.99934
123,0.999219
124,0.999331
125,0.999424
126,0.999428
127,0.999428
128,0.999428
129,0.999238
130,0.999156
131,0.999226
132,0.999554
133,0.999384
134,0.999347
135,0.999652
136,0.999461
137,0.999429
138,0.999524
139,0.999346
140,0.999382
141,0.999406
142,0.999407
143,0.999407
144,0.999476
145,0.999485
146,0.999524
147,0.999537
148,0.999647
149,0.999648
150,0.999648
151,0.999422
152,0.999424
153,0.999537
154,0.999543
155,0.999548
156,0.999766
157,0.999766
158,0.999738
159,0.999776
160,0.999774
161,0.999352
162,0.999348
163,0.999617
164,0.999442
165,0.99927
166,0.999366
167,0.999382
168,0.999306
169,0.999425
170,0.999433
171,0.999313
172,0.999315
173,0.999422
174,0.999372
175,0.999369
176,0.999388
177,0.999376
178,0.999376
179,0.999361
180,0.999651
181,0.999673
182,0.999498
183,0.999347
184,0.999322
185,0.999321
186,0.999325
187,0.999325
188,0.999353
189,0.999196
190,0.999307
191,0.9994
192,0.999431
193,0.999439
194,0.999469
195,0.999708
196,0.999502
197,0.999317
198,0.999372
199,0.999372
200,0.999378
201,0.999378
202,0.999453
203,0.999425
204,0.999631
205,0.999425
206,0.999522
207,0.999583
208,0.999357
209,0.999476
210,0.999314
211,0.999143
212,0.99901
213,0.998994
214,0.999107
215,0.999082
216,0.999508
217,0.999375
218,0.99946
219,0.999435
220,0.999556
221,0.999227
222,0.999252
223,0.999206
224,0.99921
225,0.999337
226,0.99934
227,0.999356
228,0.999639
229,0.999639
230,0.999653
231,0.999496
232,0.999492
233,0.999591
234,0.999588
235,0.999394
236,0.999237
237,0.99913
238,0.999244
239,0.999242
240,0.999475
241,0.999315
242,0.999312
243,0.999596
244,0.99941
245,0.999552
246,0.999546
247,0.999538
248,0.999702
249,0.999659
250,0.999484
251,0.999372
252,0.999597
253,0.9994
254,0.999401
255,0.999538
256,0.999347
257,0.999324
258,0.999204
259,0.999287
260,0.999149
261,0.999156
262,0.999156
263,0.999156
264,0.999412
265,0.999412
266,0.999412
267,0.999412
268,0.99945
269,0.999283
270,0.999288
271,0.999271
272,0.999271
273,0.999271
274,0.999271
275,0.999251
276,0.999573
277,0.999538
278,0.999366
279,0.999395
280,0.999317
281,0.999309
282,0.999425
283,0.999425
284,0.999421
285,0.999254
286,0.999235
287,0.999242
288,0.999311
289,0.999388
290,0.999398
291,0.999513
292,0.999513
293,0.999578
294,0.999579
295,0.999555
296,0.999354
297,0.999367
298,0.999197
299,0.999201
300,0.999356
301,0.999361
302,0.999366
303,0.99968
304,0.999462
305,0.999492
306,0.999506
307,0.999518
308,0.999518
309,0.999518
310,0.999518
311,0.999306
312,0.999518
313,0.999443
314,0.999473
315,0.999547
316,0.999547
317,0.999547
318,0.999547
319,0.999547
320,0.999547
321,0.999547
322,0.999547
323,0.999547
324,0.999647
325,0.999647
326,0.999647
327,0.999647
328,0.999647
329,0.999647
330,0.999647
331,0.999647
332,0.999647
333,0.999647
334,0.999647
335,0.999647
336,0.999645
337,0.999645
338,0.999645
339,0.999645
340,0.999645
341,0.999645
342,0.999645
343,0.999645
344,0.999645
345,0.999645
